Date,Open,High,Low,Close
2007-05-21,66.9,66.9,66.9,66.9
2007-05-22,67.55,67.55,67.55,67.55
2007-05-23,66.38,66.38,66.38,66.38
2007-05-24,63.18,63.18,63.18,63.18
2007-05-25,64.55,64.55,64.55,64.55
2007-05-29,65.62,65.62,65.62,65.62
2007-05-30,66.34,66.34,66.34,66.34
2007-05-31,67.36,67.36,67.36,67.36
2007-06-01,67.82,67.82,67.82,67.82
2007-06-04,67.99,67.99,67.99,67.99
2007-06-05,66.45,66.45,66.45,66.45
2007-06-06,64.03,64.03,64.03,64.03
2007-06-07,59.09,59.09,59.09,59.09
2007-06-08,60.32,60.32,60.32,60.32
2007-06-11,59.78,59.78,59.78,59.78
2007-06-12,56.65,56.65,56.65,56.65
2007-06-13,58.41,58.41,58.41,58.41
2007-06-14,59.06,59.06,59.06,59.06
2007-06-15,60.9,60.9,60.9,60.9
2007-06-18,60.82,60.82,60.82,60.82
2007-06-19,61.07,61.07,61.07,61.07
2007-06-20,58.59,58.59,58.59,58.59
2007-06-21,58.53,58.53,58.53,58.53
2007-06-22,56.76,56.76,56.76,56.76
2007-06-25,55.72,55.72,55.72,55.72
2007-06-26,54.88,54.88,54.88,54.88
2007-06-27,56.48,56.48,56.48,56.48
2007-06-28,56.81,56.81,56.81,56.81
2007-06-29,56.34,56.34,56.34,56.34
2007-07-02,57.92,57.92,57.92,57.92
2007-07-03,58.6,58.6,58.6,58.6
2007-07-05,58.36,58.36,58.36,58.36
2007-07-06,59.18,59.18,59.18,59.18
2007-07-09,58.68,58.68,58.68,58.68
2007-07-10,55.72,55.72,55.72,55.72
2007-07-11,56.1,56.1,56.1,56.1
2007-07-12,58.42,58.42,58.42,58.42
2007-07-13,58.26,58.26,58.26,58.26
2007-07-16,56.83,56.83,56.83,56.83
2007-07-17,56.29,56.29,56.29,56.29
2007-07-18,55.27,55.27,55.27,55.27
2007-07-19,55.83,55.83,55.83,55.83
2007-07-20,53.66,53.66,53.66,53.66
2007-07-23,53.62,53.62,53.62,53.62
2007-07-24,48.94,48.94,48.94,48.94
2007-07-25,48.94,48.94,48.94,48.94
2007-07-26,43.5,43.5,43.5,43.5
2007-07-27,39.93,39.93,39.93,39.93
2007-07-30,41.18,41.18,41.18,41.18
2007-07-31,39.96,39.96,39.96,39.96
2007-08-01,39.38,39.38,39.38,39.38
2007-08-02,40.55,40.55,40.55,40.55
2007-08-03,34.88,34.88,34.88,34.88
2007-08-06,36.22,36.22,36.22,36.22
2007-08-07,37.56,37.56,37.56,37.56
2007-08-08,40.88,40.88,40.88,40.88
2007-08-09,36.55,36.55,36.55,36.55
2007-08-10,36.29,36.29,36.29,36.29
2007-08-13,36.02,36.02,36.02,36.02
2007-08-14,31.78,31.78,31.78,31.78
2007-08-15,27.7,27.7,27.7,27.7
2007-08-16,27.0,27.0,27.0,27.0
2007-08-17,32.04,32.04,32.04,32.04
2007-08-20,32.52,32.52,32.52,32.52
2007-08-21,32.93,32.93,32.93,32.93
2007-08-22,36.66,36.66,36.66,36.66
2007-08-23,35.65,35.65,35.65,35.65
2007-08-24,38.66,38.66,38.66,38.66
2007-08-27,36.32,36.32,36.32,36.32
2007-08-28,30.92,30.92,30.92,30.92
2007-08-29,35.5,35.5,35.5,35.5
2007-08-30,34.56,34.56,34.56,34.56
2007-08-31,37.22,37.22,37.22,37.22
2007-09-04,39.32,39.32,39.32,39.32
2007-09-05,36.81,36.81,36.81,36.81
2007-09-06,37.95,37.95,37.95,37.95
2007-09-07,34.21,34.21,34.21,34.21
2007-09-10,33.13,33.13,33.13,33.13
2007-09-11,35.64,35.64,35.64,35.64
2007-09-12,35.0,35.0,35.0,35.0
2007-09-13,35.59,35.59,35.59,35.59
2007-09-14,35.71,35.71,35.71,35.71
2007-09-17,33.95,33.95,33.95,33.95
2007-09-18,40.69,40.69,40.69,40.69
2007-09-19,42.92,42.92,42.92,42.92
2007-09-20,41.48,41.48,41.48,41.48
2007-09-21,42.25,42.25,42.25,42.25
2007-09-24,40.8,40.8,40.8,40.8
2007-09-25,40.29,40.29,40.29,40.29
2007-09-26,41.54,41.54,41.54,41.54
2007-09-27,42.86,42.86,42.86,42.86
2007-09-28,41.64,41.64,41.64,41.64
2007-10-01,45.27,45.27,45.27,45.27
2007-10-02,46.37,46.37,46.37,46.37
2007-10-03,45.07,45.07,45.07,45.07
2007-10-04,45.96,45.96,45.96,45.96
2007-10-05,49.05,49.05,49.05,49.05
2007-10-08,48.25,48.25,48.25,48.25
2007-10-09,49.24,49.24,49.24,49.24
2007-10-10,48.86,48.86,48.86,48.86
2007-10-11,47.48,47.48,47.48,47.48
2007-10-12,48.41,48.41,48.41,48.41
2007-10-15,46.03,46.03,46.03,46.03
2007-10-16,44.31,44.31,44.31,44.31
2007-10-17,44.31,44.31,44.31,44.31
2007-10-18,44.67,44.67,44.67,44.67
2007-10-19,39.71,39.71,39.71,39.71
2007-10-22,41.02,41.02,41.02,41.02
2007-10-23,42.4,42.4,42.4,42.4
2007-10-24,40.97,40.97,40.97,40.97
2007-10-25,40.6,40.6,40.6,40.6
2007-10-26,43.1,43.1,43.1,43.1
2007-10-29,43.73,43.73,43.73,43.73
2007-10-30,42.72,42.72,42.72,42.72
2007-10-31,45.05,45.05,45.05,45.05
2007-11-01,38.97,38.97,38.97,38.97
2007-11-02,39.21,39.21,39.21,39.21
2007-11-05,37.65,37.65,37.65,37.65
2007-11-06,39.39,39.39,39.39,39.39
2007-11-07,34.26,34.26,34.26,34.26
2007-11-08,35.1,35.1,35.1,35.1
2007-11-09,32.73,32.73,32.73,32.73
2007-11-12,30.72,30.72,30.72,30.72
2007-11-13,34.65,34.65,34.65,34.65
2007-11-14,33.42,33.42,33.42,33.42
2007-11-15,31.1,31.1,31.1,31.1
2007-11-16,31.59,31.59,31.59,31.59
2007-11-19,28.27,28.27,28.27,28.27
2007-11-20,28.99,28.99,28.99,28.99
2007-11-21,26.4,26.4,26.4,26.4
2007-11-23,29.17,29.17,29.17,29.17
2007-11-26,25.9,25.9,25.9,25.9
2007-11-27,27.7,27.7,27.7,27.7
2007-11-28,32.39,32.39,32.39,32.39
2007-11-29,32.04,32.04,32.04,32.04
2007-11-30,32.82,32.82,32.82,32.82
2007-12-03,31.58,31.58,31.58,31.58
2007-12-04,30.81,30.81,30.81,30.81
2007-12-05,32.84,32.84,32.84,32.84
2007-12-06,36.2,36.2,36.2,36.2
2007-12-07,36.24,36.24,36.24,36.24
2007-12-10,37.13,37.13,37.13,37.13
2007-12-11,32.65,32.65,32.65,32.65
2007-12-12,33.27,33.27,33.27,33.27
2007-12-13,32.95,32.95,32.95,32.95
2007-12-14,29.97,29.97,29.97,29.97
2007-12-17,26.76,26.76,26.76,26.76
2007-12-18,28.12,28.12,28.12,28.12
2007-12-19,27.98,27.98,27.98,27.98
2007-12-20,29.02,29.02,29.02,29.02
2007-12-21,32.2,32.2,32.2,32.2
2007-12-24,33.98,33.98,33.98,33.98
2007-12-26,34.42,34.42,34.42,34.42
2007-12-27,31.11,31.11,31.11,31.11
2007-12-28,30.73,30.73,30.73,30.73
2007-12-31,30.27,30.27,30.27,30.27
2008-01-02,27.92,27.92,27.92,27.92
2008-01-03,27.94,27.94,27.94,27.94
2008-01-04,25.17,25.17,25.17,25.17
2008-01-07,25.27,25.27,25.27,25.27
2008-01-08,24.15,24.15,24.15,24.15
2008-01-09,24.81,24.81,24.81,24.81
2008-01-10,25.85,25.85,25.85,25.85
2008-01-11,24.39,24.39,24.39,24.39
2008-01-14,25.64,25.64,25.64,25.64
2008-01-15,23.53,23.53,23.53,23.53
2008-01-16,23.09,23.09,23.09,23.09
2008-01-17,19.3,19.3,19.3,19.3
2008-01-18,17.16,17.16,17.16,17.16
2008-01-22,16.16,16.16,16.16,16.16
2008-01-23,19.16,19.16,19.16,19.16
2008-01-24,20.23,20.23,20.23,20.23
2008-01-25,19.6,19.6,19.6,19.6
2008-01-28,21.68,21.68,21.68,21.68
2008-01-29,22.41,22.41,22.41,22.41
2008-01-30,21.9,21.9,21.9,21.9
2008-01-31,24.56,24.56,24.56,24.56
2008-02-01,27.62,27.62,27.62,27.62
2008-02-04,27.26,27.26,27.26,27.26
2008-02-05,23.73,23.73,23.73,23.73
2008-02-06,22.71,22.71,22.71,22.71
2008-02-07,23.76,23.76,23.76,23.76
2008-02-08,23.66,23.66,23.66,23.66
2008-02-11,24.18,24.18,24.18,24.18
2008-02-12,25.12,25.12,25.12,25.12
2008-02-13,25.52,25.52,25.52,25.52
2008-02-14,22.1,22.1,22.1,22.1
2008-02-15,21.61,21.61,21.61,21.61
2008-02-19,22.71,22.71,22.71,22.71
2008-02-20,23.87,23.87,23.87,23.87
2008-02-21,22.06,22.06,22.06,22.06
2008-02-22,22.26,22.26,22.26,22.26
2008-02-25,24.39,24.39,24.39,24.39
2008-02-26,25.92,25.92,25.92,25.92
2008-02-27,26.16,26.16,26.16,26.16
2008-02-28,24.61,24.61,24.61,24.61
2008-02-29,21.8,21.8,21.8,21.8
2008-03-03,21.11,21.11,21.11,21.11
2008-03-04,19.9,19.9,19.9,19.9
2008-03-05,20.92,20.92,20.92,20.92
2008-03-06,18.18,18.18,18.18,18.18
2008-03-07,17.16,17.16,17.16,17.16
2008-03-10,14.56,14.56,14.56,14.56
2008-03-11,17.91,17.91,17.91,17.91
2008-03-12,17.54,17.54,17.54,17.54
2008-03-13,18.65,18.65,18.65,18.65
2008-03-14,16.44,16.44,16.44,16.44
2008-03-17,14.35,14.35,14.35,14.35
2008-03-18,18.26,18.26,18.26,18.26
2008-03-19,15.37,15.37,15.37,15.37
2008-03-20,17.87,17.87,17.87,17.87
2008-03-24,21.09,21.09,21.09,21.09
2008-03-25,22.54,22.54,22.54,22.54
2008-03-26,22.34,22.34,22.34,22.34
2008-03-27,21.41,21.41,21.41,21.41
2008-03-28,20.38,20.38,20.38,20.38
2008-03-31,20.71,20.71,20.71,20.71
2008-04-01,25.22,25.22,25.22,25.22
2008-04-02,25.93,25.93,25.93,25.93
2008-04-03,26.35,26.35,26.35,26.35
2008-04-04,26.91,26.91,26.91,26.91
2008-04-07,26.9,26.9,26.9,26.9
2008-04-08,26.26,26.26,26.26,26.26
2008-04-09,24.34,24.34,24.34,24.34
2008-04-10,25.68,25.68,25.68,25.68
2008-04-11,22.65,22.65,22.65,22.65
2008-04-14,22.06,22.06,22.06,22.06
2008-04-15,23.06,23.06,23.06,23.06
2008-04-16,27.79,27.79,27.79,27.79
2008-04-17,27.61,27.61,27.61,27.61
2008-04-18,30.1,30.1,30.1,30.1
2008-04-21,29.42,29.42,29.42,29.42
2008-04-22,27.6,27.6,27.6,27.6
2008-04-23,28.66,28.66,28.66,28.66
2008-04-24,30.39,30.39,30.39,30.39
2008-04-25,31.66,31.66,31.66,31.66
2008-04-28,32.37,32.37,32.37,32.37
2008-04-29,31.29,31.29,31.29,31.29
2008-04-30,31.72,31.72,31.72,31.72
2008-05-01,35.26,35.26,35.26,35.26
2008-05-02,35.93,35.93,35.93,35.93
2008-05-05,35.35,35.35,35.35,35.35
2008-05-06,37.25,37.25,37.25,37.25
2008-05-07,33.64,33.64,33.64,33.64
2008-05-08,35.1,35.1,35.1,35.1
2008-05-09,35.0,35.0,35.0,35.0
2008-05-12,38.68,38.68,38.68,38.68
2008-05-13,38.51,38.51,38.51,38.51
2008-05-14,39.91,39.91,39.91,39.91
2008-05-15,42.82,42.82,42.82,42.82
2008-05-16,43.44,43.44,43.44,43.44
2008-05-19,43.04,43.04,43.04,43.04
2008-05-20,41.21,41.21,41.21,41.21
2008-05-21,38.8,38.8,38.8,38.8
2008-05-22,39.64,39.64,39.64,39.64
2008-05-23,37.05,37.05,37.05,37.05
2008-05-27,38.99,38.99,38.99,38.99
2008-05-28,39.85,39.85,39.85,39.85
2008-05-29,41.65,41.65,41.65,41.65
2008-05-30,42.19,42.19,42.19,42.19
2008-06-02,39.81,39.81,39.81,39.81
2008-06-03,38.75,38.75,38.75,38.75
2008-06-04,38.61,38.61,38.61,38.61
2008-06-05,43.06,43.06,43.06,43.06
2008-06-06,37.45,37.45,37.45,37.45
2008-06-09,35.45,35.45,35.45,35.45
2008-06-10,33.64,33.64,33.64,33.64
2008-06-11,29.1,29.1,29.1,29.1
2008-06-12,29.64,29.64,29.64,29.64
2008-06-13,32.13,32.13,32.13,32.13
2008-06-16,33.78,33.78,33.78,33.78
2008-06-17,32.97,32.97,32.97,32.97
2008-06-18,30.89,30.89,30.89,30.89
2008-06-19,31.78,31.78,31.78,31.78
2008-06-20,28.57,28.57,28.57,28.57
2008-06-23,27.35,27.35,27.35,27.35
2008-06-24,25.92,25.92,25.92,25.92
2008-06-25,27.49,27.49,27.49,27.49
2008-06-26,24.06,24.06,24.06,24.06
2008-06-27,23.96,23.96,23.96,23.96
2008-06-30,23.27,23.27,23.27,23.27
2008-07-01,22.77,22.77,22.77,22.77
2008-07-02,20.3,20.3,20.3,20.3
2008-07-03,19.38,19.38,19.38,19.38
2008-07-07,18.52,18.52,18.52,18.52
2008-07-08,20.95,20.95,20.95,20.95
2008-07-09,19.24,19.24,19.24,19.24
2008-07-10,20.47,20.47,20.47,20.47
2008-07-11,20.32,20.32,20.32,20.32
2008-07-14,19.14,19.14,19.14,19.14
2008-07-15,18.54,18.54,18.54,18.54
2008-07-16,21.17,21.17,21.17,21.17
2008-07-17,22.21,22.21,22.21,22.21
2008-07-18,22.08,22.08,22.08,22.08
2008-07-21,23.47,23.47,23.47,23.47
2008-07-22,25.1,25.1,25.1,25.1
2008-07-23,25.02,25.02,25.02,25.02
2008-07-24,22.87,22.87,22.87,22.87
2008-07-25,24.43,24.43,24.43,24.43
2008-07-28,22.74,22.74,22.74,22.74
2008-07-29,25.31,25.31,25.31,25.31
2008-07-30,26.94,26.94,26.94,26.94
2008-07-31,26.24,26.24,26.24,26.24
2008-08-01,26.11,26.11,26.11,26.11
2008-08-04,24.09,24.09,24.09,24.09
2008-08-05,26.95,26.95,26.95,26.95
2008-08-06,27.78,27.78,27.78,27.78
2008-08-07,25.74,25.74,25.74,25.74
2008-08-08,29.21,29.21,29.21,29.21
2008-08-11,31.84,31.84,31.84,31.84
2008-08-12,31.04,31.04,31.04,31.04
2008-08-13,31.47,31.47,31.47,31.47
2008-08-14,32.5,32.5,32.5,32.5
2008-08-15,32.85,32.85,32.85,32.85
2008-08-18,31.26,31.26,31.26,31.26
2008-08-19,29.25,29.25,29.25,29.25
2008-08-20,29.77,29.77,29.77,29.77
2008-08-21,29.31,29.31,29.31,29.31
2008-08-22,31.65,31.65,31.65,31.65
2008-08-25,28.18,28.18,28.18,28.18
2008-08-26,29.22,29.22,29.22,29.22
2008-08-27,30.67,30.67,30.67,30.67
2008-08-28,33.93,33.93,33.93,33.93
2008-08-29,32.58,32.58,32.58,32.58
2008-09-02,31.82,31.82,31.82,31.82
2008-09-03,31.84,31.84,31.84,31.84
2008-09-04,27.71,27.71,27.71,27.71
2008-09-05,27.45,27.45,27.45,27.45
2008-09-08,30.67,30.67,30.67,30.67
2008-09-09,25.95,25.95,25.95,25.95
2008-09-10,27.38,27.38,27.38,27.38
2008-09-11,27.72,27.72,27.72,27.72
2008-09-12,28.06,28.06,28.06,28.06
2008-09-15,21.74,21.74,21.74,21.74
2008-09-16,24.29,24.29,24.29,24.29
2008-09-17,18.41,18.41,18.41,18.41
2008-09-18,25.5,25.5,25.5,25.5
2008-09-19,31.03,31.03,31.03,31.03
2008-09-22,25.18,25.18,25.18,25.18
2008-09-23,23.51,23.51,23.51,23.51
2008-09-24,21.96,21.96,21.96,21.96
2008-09-25,23.61,23.61,23.61,23.61
2008-09-26,23.35,23.35,23.35,23.35
2008-09-29,16.53,16.53,16.53,16.53
2008-09-30,19.23,19.23,19.23,19.23
2008-10-01,18.17,18.17,18.17,18.17
2008-10-02,14.24,14.24,14.24,14.24
2008-10-03,12.51,12.51,12.51,12.51
2008-10-06,9.66,9.66,9.66,9.66
2008-10-07,6.98,6.98,6.98,6.98
2008-10-08,6.12,6.12,6.12,6.12
2008-10-09,3.51,3.51,3.51,3.51
2008-10-10,5.01,5.01,5.01,5.01
2008-10-13,7.92,7.92,7.92,7.92
2008-10-14,6.99,6.99,6.99,6.99
2008-10-15,4.43,4.43,4.43,4.43
2008-10-16,7.0,7.0,7.0,7.0
2008-10-17,6.41,6.41,6.41,6.41
2008-10-20,7.53,7.53,7.53,7.53
2008-10-21,6.8,6.8,6.8,6.8
2008-10-22,5.24,5.24,5.24,5.24
2008-10-23,4.73,4.73,4.73,4.73
2008-10-24,4.06,4.06,4.06,4.06
2008-10-27,3.53,3.53,3.53,3.53
2008-10-28,5.07,5.07,5.07,5.07
2008-10-29,5.35,5.35,5.35,5.35
2008-10-30,6.85,6.85,6.85,6.85
2008-10-31,8.34,8.34,8.34,8.34
2008-11-03,8.67,8.67,8.67,8.67
2008-11-04,9.32,9.32,9.32,9.32
2008-11-05,7.0,7.0,7.0,7.0
2008-11-06,6.13,6.13,6.13,6.13
2008-11-07,6.75,6.75,6.75,6.75
2008-11-10,6.33,6.33,6.33,6.33
2008-11-11,6.08,6.08,6.08,6.08
2008-11-12,4.64,4.64,4.64,4.64
2008-11-13,7.03,7.03,7.03,7.03
2008-11-14,5.04,5.04,5.04,5.04
2008-11-17,5.12,5.12,5.12,5.12
2008-11-18,5.29,5.29,5.29,5.29
2008-11-19,3.84,3.84,3.84,3.84
2008-11-20,3.06,3.06,3.06,3.06
2008-11-21,3.83,3.83,3.83,3.83
2008-11-24,5.14,5.14,5.14,5.14
2008-11-25,5.08,5.08,5.08,5.08
2008-11-26,6.6,6.6,6.6,6.6
2008-11-28,7.01,7.01,7.01,7.01
2008-12-01,4.06,4.06,4.06,4.06
2008-12-02,5.5,5.5,5.5,5.5
2008-12-03,5.95,5.95,5.95,5.95
2008-12-04,5.19,5.19,5.19,5.19
2008-12-05,6.77,6.77,6.77,6.77
2008-12-08,7.73,7.73,7.73,7.73
2008-12-09,6.28,6.28,6.28,6.28
2008-12-10,7.03,7.03,7.03,7.03
2008-12-11,5.45,5.45,5.45,5.45
2008-12-12,6.64,6.64,6.64,6.64
2008-12-15,5.82,5.82,5.82,5.82
2008-12-16,7.68,7.68,7.68,7.68
2008-12-17,7.97,7.97,7.97,7.97
2008-12-18,7.76,7.76,7.76,7.76
2008-12-19,8.14,8.14,8.14,8.14
2008-12-22,7.7,7.7,7.7,7.7
2008-12-23,7.3,7.3,7.3,7.3
2008-12-24,7.71,7.71,7.71,7.71
2008-12-26,8.3,8.3,8.3,8.3
2008-12-29,7.98,7.98,7.98,7.98
2008-12-30,9.09,9.09,9.09,9.09
2008-12-31,10.67,10.67,10.67,10.67
2009-01-02,11.47,11.47,11.47,11.47
2009-01-05,11.2,11.2,11.2,11.2
2009-01-06,12.44,12.44,12.44,12.44
2009-01-07,10.71,10.71,10.71,10.71
2009-01-08,11.54,11.54,11.54,11.54
2009-01-09,10.57,10.57,10.57,10.57
2009-01-12,9.92,9.92,9.92,9.92
2009-01-13,10.0,10.0,10.0,10.0
2009-01-14,8.48,8.48,8.48,8.48
2009-01-15,8.52,8.52,8.52,8.52
2009-01-16,9.24,9.24,9.24,9.24
2009-01-20,7.64,7.64,7.64,7.64
2009-01-21,8.38,8.38,8.38,8.38
2009-01-22,7.84,7.84,7.84,7.84
2009-01-23,8.22,8.22,8.22,8.22
2009-01-26,10.81,10.81,10.81,10.81
2009-01-27,11.53,11.53,11.53,11.53
2009-01-28,14.02,14.02,14.02,14.02
2009-01-29,12.73,12.73,12.73,12.73
2009-01-30,12.2,12.2,12.2,12.2
2009-02-02,12.78,12.78,12.78,12.78
2009-02-03,13.52,13.52,13.52,13.52
2009-02-04,13.07,13.07,13.07,13.07
2009-02-05,13.6,13.6,13.6,13.6
2009-02-06,15.12,15.12,15.12,15.12
2009-02-09,15.27,15.27,15.27,15.27
2009-02-10,13.36,13.36,13.36,13.36
2009-02-11,14.54,14.54,14.54,14.54
2009-02-12,14.99,14.99,14.99,14.99
2009-02-13,14.63,14.63,14.63,14.63
2009-02-17,11.67,11.67,11.67,11.67
2009-02-18,10.79,10.79,10.79,10.79
2009-02-19,10.08,10.08,10.08,10.08
2009-02-20,9.08,9.08,9.08,9.08
2009-02-23,7.85,7.85,7.85,7.85
2009-02-24,9.15,9.15,9.15,9.15
2009-02-25,8.96,8.96,8.96,8.96
2009-02-26,8.87,8.87,8.87,8.87
2009-02-27,9.03,9.03,9.03,9.03
2009-03-02,7.13,7.13,7.13,7.13
2009-03-03,6.53,6.53,6.53,6.53
2009-03-04,7.22,7.22,7.22,7.22
2009-03-05,6.35,6.35,6.35,6.35
2009-03-06,6.25,6.25,6.25,6.25
2009-03-09,5.62,5.62,5.62,5.62
2009-03-10,7.04,7.04,7.04,7.04
2009-03-11,7.23,7.23,7.23,7.23
2009-03-12,9.11,9.11,9.11,9.11
2009-03-13,9.5,9.5,9.5,9.5
2009-03-16,9.17,9.17,9.17,9.17
2009-03-17,10.62,10.62,10.62,10.62
2009-03-18,12.28,12.28,12.28,12.28
2009-03-19,12.78,12.78,12.78,12.78
2009-03-20,11.28,11.28,11.28,11.28
2009-03-23,15.16,15.16,15.16,15.16
2009-03-24,13.84,13.84,13.84,13.84
2009-03-25,15.09,15.09,15.09,15.09
2009-03-26,17.84,17.84,17.84,17.84
2009-03-27,16.58,16.58,16.58,16.58
2009-03-30,14.34,14.34,14.34,14.34
2009-03-31,16.3,16.3,16.3,16.3
2009-04-01,17.85,17.85,17.85,17.85
2009-04-02,21.44,21.44,21.44,21.44
2009-04-03,22.89,22.89,22.89,22.89
2009-04-06,21.53,21.53,21.53,21.53
2009-04-07,19.19,19.19,19.19,19.19
2009-04-08,21.13,21.13,21.13,21.13
2009-04-09,26.56,26.56,26.56,26.56
2009-04-13,27.39,27.39,27.39,27.39
2009-04-14,25.3,25.3,25.3,25.3
2009-04-15,27.62,27.62,27.62,27.62
2009-04-16,30.95,30.95,30.95,30.95
2009-04-17,32.86,32.86,32.86,32.86
2009-04-20,26.14,26.14,26.14,26.14
2009-04-21,30.43,30.43,30.43,30.43
2009-04-22,30.93,30.93,30.93,30.93
2009-04-23,31.61,31.61,31.61,31.61
2009-04-24,35.0,35.0,35.0,35.0
2009-04-27,33.2,33.2,33.2,33.2
2009-04-28,33.71,33.71,33.71,33.71
2009-04-29,39.3,39.3,39.3,39.3
2009-04-30,39.85,39.85,39.85,39.85
2009-05-01,41.16,41.16,41.16,41.16
2009-05-04,48.34,48.34,48.34,48.34
2009-05-05,47.72,47.72,47.72,47.72
2009-05-06,51.11,51.11,51.11,51.11
2009-05-07,47.83,47.83,47.83,47.83
2009-05-08,55.23,55.23,55.23,55.23
2009-05-11,51.88,51.88,51.88,51.88
2009-05-12,50.84,50.84,50.84,50.84
2009-05-13,43.25,43.25,43.25,43.25
2009-05-14,46.7,46.7,46.7,46.7
2009-05-15,45.6,45.6,45.6,45.6
2009-05-18,53.33,53.33,53.33,53.33
2009-05-19,54.88,54.88,54.88,54.88
2009-05-20,55.27,55.27,55.27,55.27
2009-05-21,52.24,52.24,52.24,52.24
2009-05-22,52.99,52.99,52.99,52.99
2009-05-26,59.65,59.65,59.65,59.65
2009-05-27,57.34,57.34,57.34,57.34
2009-05-28,60.01,60.01,60.01,60.01
2009-05-29,63.28,63.28,63.28,63.28
2009-06-01,69.22,69.22,69.22,69.22
2009-06-02,70.73,70.73,70.73,70.73
2009-06-03,68.89,68.89,68.89,68.89
2009-06-04,71.69,71.69,71.69,71.69
2009-06-05,71.71,71.71,71.71,71.71
2009-06-08,71.25,71.25,71.25,71.25
2009-06-09,72.47,72.47,72.47,72.47
2009-06-10,71.95,71.95,71.95,71.95
2009-06-11,73.72,73.72,73.72,73.72
2009-06-12,74.29,74.29,74.29,74.29
2009-06-15,70.08,70.08,70.08,70.08
2009-06-16,68.12,68.12,68.12,68.12
2009-06-17,69.34,69.34,69.34,69.34
2009-06-18,70.67,70.67,70.67,70.67
2009-06-19,71.53,71.53,71.53,71.53
2009-06-22,65.46,65.46,65.46,65.46
2009-06-23,65.22,65.22,65.22,65.22
2009-06-24,67.55,67.55,67.55,67.55
2009-06-25,71.95,71.95,71.95,71.95
2009-06-26,73.53,73.53,73.53,73.53
2009-06-29,74.54,74.54,74.54,74.54
2009-06-30,74.24,74.24,74.24,74.24
2009-07-01,76.28,76.28,76.28,76.28
2009-07-02,71.53,71.53,71.53,71.53
2009-07-06,71.0,71.0,71.0,71.0
2009-07-07,67.48,67.48,67.48,67.48
2009-07-08,67.15,67.15,67.15,67.15
2009-07-09,68.13,68.13,68.13,68.13
2009-07-10,68.36,68.36,68.36,68.36
2009-07-13,72.78,72.78,72.78,72.78
2009-07-14,74.48,74.48,74.48,74.48
2009-07-15,79.51,79.51,79.51,79.51
2009-07-16,81.18,81.18,81.18,81.18
2009-07-17,80.6,80.6,80.6,80.6
2009-07-20,82.46,82.46,82.46,82.46
2009-07-21,82.27,82.27,82.27,82.27
2009-07-22,83.22,83.22,83.22,83.22
2009-07-23,85.39,85.39,85.39,85.39
2009-07-24,85.78,85.78,85.78,85.78
2009-07-27,86.27,86.27,86.27,86.27
2009-07-28,86.41,86.41,86.41,86.41
2009-07-29,85.8,85.8,85.8,85.8
2009-07-30,86.93,86.93,86.93,86.93
2009-07-31,87.11,87.11,87.11,87.11
2009-08-03,88.57,88.57,88.57,88.57
2009-08-04,89.25,89.25,89.25,89.25
2009-08-05,89.03,89.03,89.03,89.03
2009-08-06,88.21,88.21,88.21,88.21
2009-08-07,89.18,89.18,89.18,89.18
2009-08-10,89.42,89.42,89.42,89.42
2009-08-11,88.35,88.35,88.35,88.35
2009-08-12,89.53,89.53,89.53,89.53
2009-08-13,89.59,89.59,89.59,89.59
2009-08-14,88.42,88.42,88.42,88.42
2009-08-17,86.76,86.76,86.76,86.76
2009-08-18,87.8,87.8,87.8,87.8
2009-08-19,88.48,88.48,88.48,88.48
2009-08-20,89.01,89.01,89.01,89.01
2009-08-21,90.27,90.27,90.27,90.27
2009-08-24,90.23,90.23,90.23,90.23
2009-08-25,90.31,90.31,90.31,90.31
2009-08-26,90.39,90.39,90.39,90.39
2009-08-27,90.32,90.32,90.32,90.32
2009-08-28,90.0,90.0,90.0,90.0
2009-08-31,88.96,88.96,88.96,88.96
2009-09-01,87.54,87.54,87.54,87.54
2009-09-02,87.55,87.55,87.55,87.55
2009-09-03,87.96,87.96,87.96,87.96
2009-09-04,89.0,89.0,89.0,89.0
2009-09-08,89.29,89.29,89.29,89.29
2009-09-09,90.08,90.08,90.08,90.08
2009-09-10,90.79,90.79,90.79,90.79
2009-09-11,90.57,90.57,90.57,90.57
2009-09-14,90.96,90.96,90.96,90.96
2009-09-15,91.33,91.33,91.33,91.33
2009-09-16,92.48,92.48,92.48,92.48
2009-09-17,92.43,92.43,92.43,92.43
2009-09-18,92.53,92.53,92.53,92.53
2009-09-21,92.23,92.23,92.23,92.23
2009-09-22,92.24,92.24,92.24,92.24
2009-09-23,91.48,91.48,91.48,91.48
2009-09-24,90.48,90.48,90.48,90.48
2009-09-25,90.43,90.43,90.43,90.43
2009-09-28,92.31,92.31,92.31,92.31
2009-09-29,91.84,91.84,91.84,91.84
2009-09-30,91.25,91.25,91.25,91.25
2009-10-01,89.54,89.54,89.54,89.54
2009-10-02,88.84,88.84,88.84,88.84
2009-10-05,89.85,89.85,89.85,89.85
2009-10-06,90.74,90.74,90.74,90.74
2009-10-07,90.55,90.55,90.55,90.55
2009-10-08,91.11,91.11,91.11,91.11
2009-10-09,91.4,91.4,91.4,91.4
2009-10-12,91.36,91.36,91.36,91.36
2009-10-13,91.42,91.42,91.42,91.42
2009-10-14,92.14,92.14,92.14,92.14
2009-10-15,91.96,91.96,91.96,91.96
