Date,Open,High,Low,Close
2013-08-07,77.3,77.3,76.43,76.82
2013-08-08,77.78,77.78,76.29,76.9
2013-08-09,76.88,77.5,76.49,76.95
2013-08-12,76.22,77.05,76.22,76.91
2013-08-13,76.46,76.46,75.62,76.06
2013-08-14,75.8,76.34,75.6,75.88
2013-08-15,73.6,73.6,72.36,72.36
2013-08-16,72.4,72.89,71.02,71.55
2013-08-19,71.01,71.71,69.41,69.41
2013-08-20,69.01,71.79,69.01,71.44
2013-08-21,70.15,71.26,69.66,69.67
2013-08-22,70.34,72.34,70.34,72.34
2013-08-23,72.42,72.84,71.89,72.69
2013-08-26,72.5,73.14,71.99,72.04
2013-08-27,70.48,71.05,68.19,68.19
2013-08-28,67.94,68.92,67.84,68.37
2013-08-29,67.51,69.79,67.51,69.11
2013-08-30,68.46,68.57,66.04,66.5
2013-09-03,68.72,68.72,65.59,66.52
2013-09-04,65.7,67.92,65.7,67.41
2013-09-05,67.93,68.96,67.93,68.34
2013-09-06,68.88,69.35,65.93,68.06
2013-09-09,69.3,71.66,69.3,71.61
2013-09-10,72.48,72.75,71.81,72.24
2013-09-11,71.81,72.87,71.74,72.72
2013-09-12,72.44,72.44,71.19,71.19
2013-09-13,72.04,72.06,71.33,71.89
2013-09-16,74.57,74.57,72.13,72.4
2013-09-17,72.55,73.76,72.55,73.75
2013-09-18,73.45,76.94,72.62,76.79
2013-09-19,77.72,77.72,75.63,75.95
2013-09-20,76.73,76.73,74.46,75.03
2013-09-23,74.49,74.78,73.66,74.2
2013-09-24,74.21,75.22,73.18,74.03
2013-09-25,73.99,74.93,73.68,73.68
2013-09-26,74.36,74.68,73.42,74.24
2013-09-27,73.05,73.44,72.76,72.79
2013-09-30,71.09,72.53,70.98,72.25
2013-10-01,72.43,73.89,72.43,73.89
2013-10-02,72.88,73.31,72.55,73.18
2013-10-03,73.18,73.18,70.52,71.12
2013-10-04,71.42,72.36,71.42,72.14
2013-10-07,70.17,71.62,69.94,69.94
2013-10-08,69.89,70.3,67.19,67.19
2013-10-09,67.97,67.97,66.11,66.93
2013-10-10,69.53,71.14,69.53,71.14
2013-10-11,71.13,73.49,71.13,73.44
2013-10-14,72.36,73.6,72.23,73.59
2013-10-15,72.24,73.04,71.44,71.44
2013-10-16,73.09,73.79,72.9,73.39
2013-10-17,73.02,75.42,73.02,75.42
2013-10-18,76.89,76.89,75.97,76.72
2013-10-21,76.13,76.46,75.89,76.22
2013-10-22,77.22,77.62,76.71,77.27
2013-10-23,76.41,76.85,76.17,76.35
2013-10-24,76.8,76.84,76.17,76.77
2013-10-25,77.43,77.43,76.44,76.77
2013-10-28,77.02,77.12,76.29,76.88
2013-10-29,77.19,77.25,76.42,77.05
2013-10-30,77.36,77.36,74.95,75.12
2013-10-31,74.9,75.08,73.64,73.64
2013-11-01,73.35,73.87,71.9,73.27
2013-11-04,73.78,74.09,72.93,74.07
2013-11-05,73.36,73.36,72.28,72.45
2013-11-06,73.67,73.67,72.2,72.58
2013-11-07,72.87,72.87,69.55,69.6
2013-11-08,68.91,71.16,68.91,71.01
2013-11-11,71.19,71.35,70.75,70.89
2013-11-12,70.23,70.93,69.63,70.61
2013-11-13,69.77,71.75,69.68,71.75
2013-11-14,72.03,72.21,71.41,72.09
2013-11-15,72.46,72.96,71.9,72.95
2013-11-18,73.77,73.77,71.79,71.89
2013-11-19,71.73,72.31,70.46,70.65
2013-11-20,71.29,71.93,69.77,70.07
2013-11-21,71.22,72.32,71.21,72.32
2013-11-22,72.8,72.98,72.35,72.95
2013-11-25,73.74,73.74,72.77,73.02
2013-11-26,72.53,73.79,72.53,73.33
2013-11-27,73.77,74.24,73.44,74.21
2013-11-29,74.74,75.28,74.52,74.64
2013-12-02,74.54,74.54,72.5,72.91
2013-12-03,72.82,73.29,71.91,72.36
2013-12-04,71.11,72.67,70.14,71.59
2013-12-05,71.61,71.81,71.02,71.31
2013-12-06,73.34,73.54,72.52,72.64
2013-12-09,73.0,73.16,71.79,72.15
2013-12-10,71.9,72.48,70.5,70.5
2013-12-11,70.23,70.36,67.42,67.76
2013-12-12,67.55,67.84,66.83,67.32
2013-12-13,68.09,68.09,67.04,67.53
2013-12-16,68.75,69.64,68.7,69.23
2013-12-17,68.92,69.52,68.24,69.37
2013-12-18,69.4,71.46,68.59,71.46
2013-12-19,71.18,71.28,70.55,70.82
2013-12-20,71.45,73.07,71.45,73.07
2013-12-23,73.67,74.39,73.4,74.39
2013-12-24,74.34,75.5,74.34,74.67
2013-12-26,75.02,75.62,74.77,74.8
2013-12-27,75.45,75.45,74.58,74.9
2013-12-30,74.9,75.41,74.9,75.14
2013-12-31,75.45,76.2,75.25,75.87
2014-01-02,75.28,75.28,73.63,74.3
2014-01-03,75.08,75.14,74.6,74.81
2014-01-06,75.03,75.03,73.73,73.74
2014-01-07,74.67,75.21,74.42,74.96
2014-01-08,74.79,75.01,73.7,73.99
2014-01-09,74.35,74.35,72.64,73.52
2014-01-10,73.72,74.58,73.64,74.54
2014-01-13,74.11,74.22,71.88,72.35
2014-01-14,73.57,74.62,73.36,74.49
2014-01-15,74.89,75.89,74.89,75.89
2014-01-16,75.77,75.98,75.35,75.81
2014-01-17,75.86,75.86,74.61,74.97
2014-01-21,75.58,76.09,74.34,76.08
2014-01-22,76.35,77.06,76.25,76.48
2014-01-23,75.76,75.76,73.77,74.38
2014-01-24,73.19,73.19,69.25,69.49
2014-01-27,69.24,69.58,65.54,66.42
2014-01-28,66.46,68.48,66.46,68.47
2014-01-29,65.4,67.25,64.64,65.15
2014-01-30,66.24,69.1,66.19,67.85
2014-01-31,63.67,67.22,63.67,66.09
2014-02-03,65.13,65.17,57.54,57.81
2014-02-04,58.64,60.08,57.45,59.42
2014-02-05,57.39,59.09,55.83,58.1
2014-02-06,58.97,60.86,58.97,60.4
2014-02-07,60.95,62.39,60.49,62.39
2014-02-10,62.12,63.34,61.54,63.24
2014-02-11,63.58,66.51,63.58,66.14
2014-02-12,66.83,67.65,65.97,66.26
2014-02-13,65.07,69.38,65.07,69.17
2014-02-14,68.59,69.96,68.31,69.53
2014-02-18,70.69,71.53,69.63,71.09
2014-02-19,70.48,71.66,68.52,68.64
2014-02-20,69.52,70.37,68.93,70.04
2014-02-21,70.53,70.88,69.76,69.76
2014-02-24,70.82,72.36,70.82,71.43
2014-02-25,71.81,71.81,70.16,70.43
2014-02-26,70.98,71.96,70.35,71.22
2014-02-27,71.32,72.42,70.99,72.38
2014-02-28,73.04,73.97,71.97,72.57
2014-03-03,71.06,71.35,69.65,70.96
2014-03-04,74.26,75.83,74.26,75.29
2014-03-05,74.99,75.38,74.84,75.12
2014-03-06,76.27,76.27,75.09,75.5
2014-03-07,76.55,76.55,74.58,75.01
2014-03-10,74.8,75.15,73.97,74.75
2014-03-11,75.19,75.24,72.48,73.05
2014-03-12,71.97,73.24,71.59,73.16
2014-03-13,73.74,73.74,69.91,70.4
2014-03-14,70.53,71.43,69.84,70.62
2014-03-17,72.21,72.85,71.51,71.68
2014-03-18,72.62,73.79,72.12,73.75
2014-03-19,74.13,74.13,71.08,71.85
2014-03-20,71.52,72.28,70.99,72.0
2014-03-21,73.06,74.01,72.12,72.44
2014-03-24,73.18,73.18,69.61,70.77
2014-03-25,72.59,72.97,70.5,71.14
2014-03-26,71.81,71.91,66.97,67.01
2014-03-27,66.23,67.82,65.91,66.65
2014-03-28,67.15,69.63,66.77,67.1
2014-03-31,69.19,70.38,68.83,70.14
2014-04-01,71.16,72.66,70.75,72.6
2014-04-02,73.24,73.56,72.66,73.5
2014-04-03,73.7,73.8,71.34,71.75
2014-04-04,73.02,73.02,67.29,67.52
2014-04-07,67.25,67.25,62.97,64.0
2014-04-08,64.68,66.63,63.85,65.59
2014-04-09,67.17,68.49,65.43,68.47
2014-04-10,68.48,68.48,61.44,61.64
2014-04-11,58.69,61.19,57.65,57.92
2014-04-14,60.37,60.37,56.2,58.56
2014-04-15,59.09,59.85,53.47,58.52
2014-04-16,61.14,61.27,58.85,61.21
2014-04-17,60.58,63.45,60.05,63.0
2014-04-21,63.82,63.82,61.52,63.53
2014-04-22,64.48,66.29,63.49,65.72
2014-04-23,65.62,65.62,64.24,64.24
2014-04-24,62.81,64.4,62.34,63.13
2014-04-25,61.72,61.82,58.58,58.76
2014-04-28,60.36,60.36,54.89,57.68
2014-04-29,58.95,59.16,57.82,57.82
2014-04-30,57.62,58.99,56.02,58.88
2014-05-01,58.01,59.41,56.51,58.23
2014-05-02,59.32,60.48,58.9,59.27
2014-05-05,56.96,58.52,56.96,58.25
2014-05-06,57.96,57.96,55.34,55.34
2014-05-07,54.67,55.16,52.98,55.16
2014-05-08,54.57,57.06,53.57,53.63
2014-05-09,52.81,55.57,52.36,55.56
2014-05-12,57.13,61.05,57.13,60.55
2014-05-13,60.47,60.61,58.32,58.32
2014-05-14,57.85,57.85,54.24,54.26
2014-05-15,51.79,52.23,49.39,51.93
2014-05-16,51.24,52.8,50.05,52.75
2014-05-19,52.68,55.14,52.68,54.95
2014-05-20,54.08,54.08,50.86,52.11
2014-05-21,53.48,53.74,51.49,53.03
2014-05-22,53.89,55.57,53.83,55.07
2014-05-23,54.91,57.34,54.9,57.18
2014-05-27,59.45,60.13,58.78,60.05
2014-05-28,60.27,60.27,58.47,59.01
2014-05-29,60.05,60.19,58.77,59.88
2014-05-30,60.45,60.45,57.87,59.11
2014-06-02,59.77,59.77,56.18,57.35
2014-06-03,56.53,57.14,55.23,56.6
2014-06-04,56.57,57.22,55.84,57.08
2014-06-05,59.12,61.48,56.84,61.47
2014-06-06,62.57,64.05,62.57,63.7
2014-06-09,64.31,65.63,64.13,65.15
2014-06-10,65.65,65.65,64.1,64.94
2014-06-11,64.18,64.18,62.71,63.48
2014-06-12,62.93,62.93,61.22,62.04
2014-06-13,62.51,62.51,60.95,61.92
2014-06-16,62.1,62.1,60.33,61.57
2014-06-17,61.56,63.89,61.56,63.74
2014-06-18,64.62,65.22,62.87,65.15
2014-06-19,66.49,66.49,64.22,65.11
2014-06-20,66.28,66.28,64.52,65.48
2014-06-23,66.52,66.52,64.43,64.68
2014-06-24,65.31,66.68,62.71,62.71
2014-06-25,62.27,63.97,61.98,63.94
2014-06-26,64.86,64.86,62.4,63.88
2014-06-27,64.39,65.49,64.05,65.49
2014-06-30,65.32,66.54,64.65,66.45
2014-07-01,68.47,70.24,68.13,69.01
2014-07-02,69.94,70.08,68.01,68.17
2014-07-03,70.01,70.03,68.97,70.01
2014-07-07,69.19,69.19,66.18,66.35
2014-07-08,65.77,65.77,61.44,62.6
2014-07-09,63.98,63.98,62.25,63.04
2014-07-10,58.72,61.08,58.72,59.92
2014-07-11,59.99,59.99,58.05,59.16
2014-07-14,61.36,61.36,59.99,60.35
2014-07-15,61.67,61.67,57.31,58.39
2014-07-16,60.13,60.13,57.81,57.81
2014-07-17,57.41,57.8,53.69,53.82
2014-07-18,55.88,57.62,55.61,57.53
2014-07-21,56.31,56.68,54.82,56.11
2014-07-22,58.65,58.79,57.33,57.97
2014-07-23,58.8,58.84,57.56,58.32
2014-07-24,59.45,59.45,57.06,57.28
2014-07-25,55.68,55.97,54.37,54.71
2014-07-28,55.76,55.76,52.35,53.9
2014-07-29,55.16,55.33,53.09,53.1
2014-07-30,55.48,55.53,52.9,54.03
2014-07-31,50.72,51.24,46.99,47.08
2014-08-01,46.84,47.44,43.89,45.65
2014-08-04,46.44,47.59,44.19,47.58
2014-08-05,46.24,47.69,44.28,45.35
2014-08-06,44.17,47.84,44.17,46.93
2014-08-07,48.09,48.09,44.58,45.45
2014-08-08,46.04,48.37,45.36,48.37
2014-08-11,49.65,51.54,49.54,50.03
2014-08-12,49.92,50.49,48.49,48.88
2014-08-13,50.92,51.18,49.78,50.74
2014-08-14,52.67,52.67,51.53,51.86
2014-08-15,54.23,54.23,49.67,51.37
2014-08-18,54.31,55.34,53.93,55.3
2014-08-19,56.43,56.43,55.65,55.9
2014-08-20,55.72,55.72,54.4,55.13
2014-08-21,56.64,56.92,53.98,56.84
2014-08-22,57.46,57.46,55.23,56.16
2014-08-25,58.51,58.51,56.5,56.89
2014-08-26,58.62,58.77,57.99,58.48
2014-08-27,60.08,60.08,57.95,58.36
2014-08-28,58.06,58.06,56.71,56.95
2014-08-29,57.91,58.46,56.58,58.3
2014-09-02,59.65,59.86,58.22,59.46
2014-09-03,61.31,61.31,58.03,58.16
2014-09-04,60.39,60.6,57.15,57.46
2014-09-05,58.13,58.13,56.05,57.8
2014-09-08,58.14,58.64,56.24,57.54
2014-09-09,57.7,57.7,54.29,54.33
2014-09-10,55.96,55.96,53.78,55.83
2014-09-11,55.62,56.82,54.57,56.75
2014-09-12,57.16,57.16,52.97,53.73
2014-09-15,54.1,54.1,50.5,50.6
2014-09-16,51.39,52.64,49.78,51.67
2014-09-17,53.14,53.34,51.76,51.9
2014-09-18,54.34,54.34,52.72,53.15
2014-09-19,54.92,54.92,50.6,51.88
2014-09-22,50.2,50.2,46.33,46.48
2014-09-23,45.99,46.6,43.66,43.69
2014-09-24,44.3,45.77,43.19,45.42
2014-09-25,43.94,43.94,40.5,40.66
2014-09-26,40.65,43.21,40.65,43.21
2014-09-29,40.38,42.53,40.38,42.36
2014-09-30,41.23,42.52,39.62,39.62
2014-10-01,38.69,38.69,34.98,35.79
2014-10-02,35.89,37.32,32.52,36.58
2014-10-03,38.91,39.8,38.4,39.15
2014-10-06,40.69,40.69,37.23,37.58
2014-10-07,34.34,36.29,33.12,33.12
2014-10-08,32.79,38.11,31.03,38.05
2014-10-09,37.34,37.34,31.82,31.84
2014-10-10,31.64,32.0,28.0,28.0
2014-10-13,28.92,30.66,27.17,27.25
2014-10-14,29.12,31.3,27.84,28.92
2014-10-15,23.85,29.6,23.85,29.12
2014-10-16,25.09,32.22,25.09,31.59
2014-10-17,34.46,34.46,31.68,32.71
2014-10-20,31.5,35.72,31.5,35.7
2014-10-21,36.91,40.51,36.91,40.19
2014-10-22,40.57,41.75,37.23,37.25
2014-10-23,39.86,42.83,39.8,41.17
2014-10-24,42.27,42.33,41.33,42.32
2014-10-27,40.79,42.83,39.78,42.58
2014-10-28,44.61,48.84,44.61,48.84
2014-10-29,49.4,50.01,46.88,48.0
2014-10-30,47.92,51.23,47.58,50.59
2014-10-31,54.4,54.51,52.92,54.35
2014-11-03,54.7,54.73,52.89,53.24
2014-11-04,53.08,53.23,51.28,52.37
2014-11-05,53.09,53.82,52.73,53.4
2014-11-06,53.39,53.74,52.62,53.74
2014-11-07,53.97,54.52,53.32,54.41
2014-11-10,55.56,55.76,54.78,55.75
2014-11-11,55.81,55.81,54.9,55.52
2014-11-12,54.93,56.26,54.45,56.26
2014-11-13,56.89,57.08,54.08,54.31
2014-11-14,55.28,55.28,53.88,54.26
2014-11-17,54.19,54.19,52.6,52.97
2014-11-18,54.95,55.28,53.9,54.23
2014-11-19,53.32,53.32,51.16,52.12
2014-11-20,52.19,53.94,51.91,53.9
2014-11-21,57.18,57.18,54.23,54.31
2014-11-24,55.84,55.91,55.02,55.89
2014-11-25,57.21,57.21,55.4,56.1
2014-11-26,56.69,57.08,55.89,57.08
2014-11-28,57.29,57.29,53.74,53.74
2014-12-01,52.33,52.33,49.98,50.07
2014-12-02,51.02,53.24,51.02,52.39
2014-12-03,53.04,54.69,53.04,54.36
2014-12-04,53.71,54.35,52.84,53.32
2014-12-05,55.2,55.43,54.2,54.67
2014-12-08,54.67,55.78,51.84,51.94
2014-12-09,50.48,54.85,50.1,54.83
2014-12-10,53.92,53.92,49.82,49.85
2014-12-11,51.67,52.81,50.28,50.4
2014-12-12,49.21,49.42,47.47,47.47
2014-12-15,48.47,48.8,44.87,45.25
2014-12-16,44.64,48.24,44.64,45.2
2014-12-17,45.61,50.42,45.57,50.36
2014-12-18,53.8,53.92,52.07,53.92
2014-12-19,54.78,55.01,54.04,54.42
2014-12-22,55.6,56.06,54.8,56.03
2014-12-23,56.97,56.99,56.15,56.57
2014-12-24,57.62,57.62,56.67,56.72
2014-12-26,58.41,58.63,57.95,57.99
2014-12-29,58.28,59.14,58.02,58.47
2014-12-30,58.37,58.66,57.27,57.66
2014-12-31,58.01,58.97,57.01,57.06
2015-01-02,58.54,58.56,54.76,56.49
2015-01-05,55.27,55.27,52.18,52.58
2015-01-06,53.24,53.24,48.37,49.79
2015-01-07,51.23,51.25,49.65,51.22
2015-01-08,53.56,54.89,53.35,54.76
2015-01-09,55.16,55.16,52.58,52.82
2015-01-12,53.08,53.08,51.26,51.8
2015-01-13,54.35,55.21,50.0,51.59
2015-01-14,50.04,50.68,47.97,49.92
2015-01-15,50.95,50.95,46.67,46.73
2015-01-16,47.1,50.15,46.95,50.13
2015-01-20,51.83,51.83,48.34,49.44
2015-01-21,49.36,50.06,48.34,49.06
2015-01-22,50.6,53.02,49.11,53.01
2015-01-23,53.75,53.75,51.97,52.04
2015-01-26,52.18,53.88,51.8,53.68
2015-01-27,51.72,53.14,51.06,52.07
2015-01-28,53.64,53.64,48.78,48.93
2015-01-29,49.8,51.64,48.56,51.64
2015-01-30,51.25,51.25,48.02,48.03
2015-02-02,48.94,50.25,47.24,50.19
2015-02-03,52.01,53.86,52.01,53.85
2015-02-04,53.33,54.14,52.7,52.73
2015-02-05,54.43,55.73,54.25,55.24
2015-02-06,56.03,56.59,54.78,54.95
2015-02-09,54.87,55.53,53.72,53.94
2015-02-10,55.4,55.4,52.96,54.35
2015-02-11,54.46,54.57,53.18,54.14
2015-02-12,55.95,57.24,55.61,57.24
2015-02-13,58.15,58.34,57.11,58.13
2015-02-17,58.74,59.07,58.0,59.0
2015-02-18,58.94,59.15,57.71,58.59
2015-02-19,58.97,59.03,57.74,58.39
2015-02-20,59.35,59.35,57.33,58.72
2015-02-23,58.88,58.88,57.26,57.92
2015-02-24,59.12,59.74,58.77,59.51
2015-02-25,60.26,60.35,58.97,59.33
2015-02-26,60.79,60.79,58.65,59.16
2015-02-27,60.05,60.05,58.62,58.65
2015-03-02,59.19,60.14,58.94,59.65
2015-03-03,60.4,60.4,58.55,58.69
2015-03-04,59.09,59.09,56.83,57.1
2015-03-05,58.01,58.38,57.19,57.79
2015-03-06,56.84,57.73,54.69,54.87
2015-03-09,55.94,55.94,55.07,55.13
2015-03-10,53.61,53.61,51.56,51.62
2015-03-11,52.18,52.82,51.13,52.31
2015-03-12,54.83,56.81,54.83,56.81
2015-03-13,56.36,56.56,53.5,55.55
2015-03-16,56.9,56.95,55.97,56.08
2015-03-17,55.85,56.05,55.14,56.04
2015-03-18,55.75,58.54,55.33,58.19
2015-03-19,58.46,58.46,56.81,57.5
2015-03-20,59.83,60.29,59.47,59.62
2015-03-23,60.97,61.13,60.58,60.69
2015-03-24,61.56,61.56,60.23,60.29
2015-03-25,61.86,61.86,56.06,56.11
2015-03-26,56.54,56.62,55.83,55.95
2015-03-27,56.34,56.44,55.46,56.03
2015-03-30,58.45,58.61,57.48,58.61
2015-03-31,57.59,58.53,57.07,57.74
2015-04-01,58.26,58.26,56.99,58.21
2015-04-02,58.87,59.74,58.58,58.97
2015-04-06,58.06,60.4,58.06,59.87
2015-04-07,60.9,60.9,59.01,59.08
2015-04-08,60.46,60.84,59.55,60.31
2015-04-09,60.83,60.98,58.3,59.98
2015-04-10,62.02,62.02,60.49,60.79
2015-04-13,60.67,61.57,60.13,60.29
2015-04-14,61.81,61.81,59.98,60.96
2015-04-15,62.75,63.33,62.09,62.61
2015-04-16,63.13,63.13,62.1,62.46
2015-04-17,61.43,61.43,58.55,59.1
2015-04-20,60.97,62.0,60.97,61.33
2015-04-21,62.97,62.97,60.47,60.68
2015-04-22,61.49,61.49,59.76,61.17
2015-04-23,61.92,63.18,61.29,62.66
2015-04-24,63.69,63.69,62.11,62.6
2015-04-27,64.16,64.25,61.13,61.57
2015-04-28,61.84,62.85,60.43,62.85
2015-04-29,62.16,62.51,60.56,60.66
2015-04-30,59.46,59.46,54.84,55.55
2015-05-01,57.63,57.86,55.18,56.7
2015-05-04,57.86,59.26,57.8,57.88
2015-05-05,58.03,58.38,53.08,53.72
2015-05-06,55.11,55.11,52.34,53.85
2015-05-07,53.85,55.28,52.93,54.79
2015-05-08,57.56,57.77,56.18,56.53
2015-05-11,56.91,57.66,55.86,56.13
2015-05-12,55.16,55.86,53.28,55.44
2015-05-13,57.29,57.29,55.27,55.94
2015-05-14,57.83,58.18,57.3,57.86
2015-05-15,58.71,58.71,57.3,58.04
2015-05-18,58.6,60.03,57.96,59.5
2015-05-19,59.58,59.58,58.33,58.73
2015-05-20,59.59,59.59,58.34,58.7
2015-05-21,59.25,59.99,58.45,58.47
2015-05-22,58.79,58.89,57.22,57.6
2015-05-26,56.81,56.81,53.74,54.14
2015-05-27,54.7,56.49,54.7,56.48
2015-05-28,56.66,56.66,55.6,55.86
2015-05-29,56.15,56.15,53.36,54.14
2015-06-01,56.01,56.01,53.4,54.9
2015-06-02,54.8,56.65,54.3,55.48
2015-06-03,56.91,57.39,56.32,57.33
2015-06-04,56.62,56.83,54.8,54.96
2015-06-05,54.53,55.79,53.83,55.73
2015-06-08,56.05,56.05,54.42,54.42
2015-06-09,55.13,55.13,53.15,53.72
2015-06-10,55.48,57.63,55.48,56.95
2015-06-11,58.01,58.01,57.01,57.12
2015-06-12,57.15,57.15,56.16,56.45
2015-06-15,54.61,56.0,53.51,55.52
2015-06-16,55.43,56.51,55.4,56.32
2015-06-17,57.73,57.98,55.61,56.65
2015-06-18,58.1,59.11,58.05,58.36
2015-06-19,58.25,58.91,57.78,57.91
2015-06-22,59.96,59.96,59.03,59.22
2015-06-23,59.7,59.7,58.75,59.29
2015-06-24,59.92,59.92,57.7,57.75
2015-06-25,58.62,58.62,56.69,56.86
2015-06-26,58.02,58.24,55.58,56.37
2015-06-29,54.58,55.11,50.15,50.17
2015-06-30,52.63,52.63,50.68,51.09
2015-07-01,52.42,53.02,51.32,51.65
2015-07-02,52.84,52.84,50.6,51.04
2015-07-06,48.35,50.56,48.35,49.84
2015-07-07,48.82,50.09,45.34,49.78
2015-07-08,48.38,48.38,44.88,45.66
2015-07-09,49.07,49.07,46.34,46.37
2015-07-10,49.49,49.92,48.66,49.92
2015-07-13,51.57,52.05,51.2,51.7
2015-07-14,52.07,52.98,52.07,52.48
2015-07-15,52.75,52.75,50.41,50.92
2015-07-16,51.75,52.68,51.75,51.96
2015-07-17,52.73,52.73,50.49,50.94
2015-07-20,51.04,51.04,49.56,49.71
2015-07-21,50.74,50.74,48.69,48.88
2015-07-22,48.85,49.41,48.71,49.15
2015-07-23,49.52,49.52,46.17,46.17
2015-07-24,46.02,46.03,43.81,43.89
2015-07-27,41.88,43.13,41.88,42.05
2015-07-28,42.35,43.75,41.07,43.31
2015-07-29,43.99,45.04,43.99,44.68
2015-07-30,44.02,45.15,43.77,45.09
2015-07-31,47.59,47.64,46.62,46.7
2015-08-03,46.99,46.99,44.81,45.81
2015-08-04,46.24,46.47,45.08,45.09
2015-08-05,46.74,46.81,45.64,45.88
2015-08-06,45.35,45.35,42.71,43.69
2015-08-07,42.65,43.17,42.43,43.15
2015-08-10,44.54,45.2,44.46,45.13
2015-08-11,43.97,44.19,42.47,43.05
2015-08-12,41.17,42.77,39.73,42.36
2015-08-13,42.63,43.41,41.75,42.45
2015-08-14,42.19,43.63,41.68,43.62
2015-08-17,42.62,45.2,42.57,45.2
2015-08-18,45.12,45.12,43.66,43.77
2015-08-19,42.85,43.37,40.59,41.74
2015-08-20,40.18,40.2,36.44,36.44
2015-08-21,33.78,35.41,32.31,32.31
2015-08-24,19.98,29.34,19.98,23.17
2015-08-25,28.8,28.8,22.64,22.67
2015-08-26,26.29,27.34,22.31,27.3
2015-08-27,29.14,31.29,27.59,30.95
2015-08-28,29.94,31.88,29.69,31.68
2015-08-31,31.12,31.91,30.2,31.31
2015-09-01,27.45,28.01,25.33,25.79
2015-09-02,27.75,28.87,26.08,28.85
2015-09-03,29.26,30.83,29.12,29.33
2015-09-04,26.33,28.03,26.33,27.5
2015-09-08,30.7,31.79,30.05,31.79
2015-09-09,33.37,33.37,29.94,29.98
2015-09-10,29.19,31.5,29.16,31.08
2015-09-11,29.08,31.76,29.03,31.72
2015-09-14,31.61,31.61,30.64,31.17
2015-09-15,30.79,33.33,30.79,33.21
2015-09-16,33.14,34.71,32.84,34.49
2015-09-17,34.31,36.8,34.31,34.69
2015-09-18,31.75,33.06,31.75,32.2
2015-09-21,32.64,34.24,31.61,32.24
2015-09-22,29.7,30.34,28.59,29.56
2015-09-23,29.26,30.73,29.2,29.8
2015-09-24,28.65,29.64,27.84,29.54
2015-09-25,30.77,30.77,27.41,27.81
2015-09-28,26.45,26.78,23.37,23.42
2015-09-29,22.16,23.75,22.04,22.97
2015-09-30,23.78,25.6,23.62,25.57
2015-10-01,24.73,25.44,23.45,25.13
2015-10-02,23.13,27.52,22.45,27.52
2015-10-05,28.74,31.47,28.74,31.46
2015-10-06,30.54,30.93,29.33,30.28
2015-10-07,31.16,33.17,30.4,33.05
2015-10-08,32.22,35.79,32.22,35.75
2015-10-09,35.94,36.07,34.84,35.51
2015-10-12,36.08,36.21,34.94,36.08
2015-10-13,35.0,36.74,33.65,33.69
2015-10-14,33.75,34.57,31.99,32.03
2015-10-15,32.59,37.21,32.51,37.2
2015-10-16,37.02,37.15,35.66,37.15
2015-10-19,36.13,37.92,36.13,37.5
2015-10-20,36.99,38.16,36.77,37.34
2015-10-21,37.7,37.7,34.33,34.39
2015-10-22,35.94,37.78,35.94,37.22
2015-10-23,37.79,39.11,37.27,38.88
2015-10-26,38.32,38.45,37.52,38.15
2015-10-27,36.83,37.3,35.67,36.09
2015-10-28,36.14,40.99,36.14,40.99
2015-10-29,40.11,40.74,38.95,39.25
2015-10-30,39.67,39.67,38.22,38.49
2015-11-02,39.18,42.62,39.18,42.38
2015-11-03,42.14,43.54,41.53,42.89
2015-11-04,43.67,43.67,41.51,42.22
2015-11-05,42.33,42.78,40.91,42.56
2015-11-06,42.01,42.68,40.69,42.6
2015-11-09,41.79,41.79,39.07,39.79
2015-11-10,39.07,40.7,39.05,40.7
2015-11-11,41.13,41.13,39.58,39.68
2015-11-12,37.67,38.09,35.98,36.03
2015-11-13,34.88,35.88,33.72,34.12
2015-11-16,33.24,36.64,33.24,36.6
2015-11-17,35.55,37.84,35.21,35.98
2015-11-18,35.75,39.22,35.57,39.07
2015-11-19,38.85,39.47,38.52,39.26
2015-11-20,40.13,40.99,40.07,40.56
2015-11-23,40.05,41.8,39.96,41.03
2015-11-24,39.38,41.94,39.08,41.6
2015-11-25,41.69,43.29,41.69,43.09
2015-11-27,42.88,44.33,42.57,43.88
2015-11-30,44.32,44.6,43.5,43.79
2015-12-01,44.87,45.29,43.92,45.2
2015-12-02,44.17,44.81,42.39,42.63
2015-12-03,42.94,42.94,38.69,38.9
2015-12-04,39.44,42.21,39.44,42.21
2015-12-07,40.91,40.91,39.13,39.49
2015-12-08,37.97,38.96,37.02,38.24
2015-12-09,36.97,39.08,35.57,36.0
2015-12-10,35.08,37.46,34.91,35.95
2015-12-11,32.92,33.95,31.62,32.12
2015-12-14,31.91,31.91,29.45,31.72
2015-12-15,33.5,35.08,33.24,34.76
2015-12-16,35.79,38.09,34.58,37.82
2015-12-17,37.46,37.58,35.55,35.65
2015-12-18,33.81,34.12,32.35,33.08
2015-12-21,33.76,34.52,32.9,34.5
2015-12-22,34.21,36.04,33.47,36.04
2015-12-23,36.65,38.23,36.48,38.21
2015-12-24,37.74,38.75,37.53,38.22
2015-12-28,36.86,37.66,36.43,37.66
2015-12-29,38.34,40.22,38.29,40.22
2015-12-30,38.59,39.3,38.48,38.62
2015-12-31,38.17,38.42,36.62,36.71
2016-01-04,32.45,32.45,29.57,31.04
2016-01-05,30.94,32.21,30.04,32.05
