time,open,high,low,close,Chars,EMA,EMA2,EMA3,Volume,%K,%D,Shapes,Shapes,Shapes,Histogram,MACD,Signal
2008-05-15,42.82,42.82,42.82,42.82,42.82,34.189215758200845,29.698522537644422,33.61967174042596,NaN,98,97,NaN,NaN,NaN,0.5431101764185104,3.7470242577851423,3.203914081366632
2008-05-16,43.44,43.44,43.44,43.44,43.44,35.03019614381895,30.237404006756407,33.71738644947644,NaN,98,97,NaN,NaN,NaN,0.6372799589393039,4.000514030040762,3.363234071101458
2008-05-19,43.04,43.04,43.04,43.04,43.04,35.7583601307445,30.739466594726743,33.81014877336225,NaN,96,96,NaN,NaN,NaN,0.6067074571802333,4.12161839257675,3.5149109353965162
2008-05-20,41.21,41.21,41.21,41.21,41.21,36.25396375522227,31.150075747874713,33.88377913382631,NaN,89,91,NaN,NaN,NaN,0.40690950107658486,4.023547811742247,3.6166383106656625
2008-05-21,38.8,38.8,38.8,38.8,NaN,36.48542159565661,31.450072777369822,33.93269675438525,NaN,76,80,NaN,NaN,NaN,0.07357637356449898,3.7086087776212864,3.6350324040567874
2008-05-22,39.64,39.64,39.64,39.64,NaN,36.77220145059692,31.771246393943557,33.98948584140629,NaN,74,75,NaN,NaN,NaN,-0.11874042706007826,3.4866068702316895,3.6053472972917677
2008-05-23,37.05,37.05,37.05,37.05,NaN,36.797455864179014,31.978256339279103,34.01993871860623,NaN,58,63,NaN,NaN,NaN,-0.4312133148972146,3.0663306536702493,3.497543968567464
2008-05-27,38.99,38.99,38.99,38.99,NaN,36.99677805834456,32.25322667891522,34.069392064689744,NaN,61,61,NaN,NaN,NaN,-0.5125405258074074,2.8568683113082045,3.369408837115612
2008-05-28,39.85,39.85,39.85,39.85,NaN,37.256161871222325,32.551139358173444,34.126910551608255,NaN,66,64,NaN,NaN,NaN,-0.5124816910614167,2.728806723288841,3.2412884143502576
2008-05-29,41.65,41.65,41.65,41.65,NaN,37.6556017011112,32.9079574225588,34.201767163035036,NaN,78,73,NaN,NaN,NaN,-0.4002580903955275,2.7409658013558484,3.141223891751376
2008-05-30,42.19,42.19,42.19,42.19,NaN,38.06781972828291,33.27195909226238,34.281252066885436,NaN,85,80,NaN,NaN,NaN,-0.3031127212896272,2.762332990139342,3.065445711428969
2008-06-02,39.81,39.81,39.81,39.81,NaN,38.22619975298446,33.52835285335013,34.33626448413036,NaN,69,72,NaN,NaN,NaN,-0.40616733952765394,2.5577365370194016,2.9639038765470556
2008-06-03,38.75,38.75,38.75,38.75,NaN,38.2738179572586,33.73312332968934,34.38018225045742,NaN,57,62,NaN,NaN,NaN,-0.5441360841715537,2.2837337713326136,2.8278698555041673
2008-06-04,38.61,38.61,38.61,38.61,NaN,38.304379961144186,33.92437339519172,34.422269989258844,NaN,52,54,NaN,NaN,NaN,-0.6368033303553533,2.0318656925599754,2.6686690229153287
2008-06-05,43.06,43.06,43.06,43.06,NaN,38.73670905558562,34.28263326204695,34.50821755155478,NaN,81,72,NaN,NaN,NaN,-0.4018442242448863,2.166363742609221,2.568207966854107
2008-06-06,37.45,37.45,37.45,37.45,NaN,38.619735505077834,34.406843722358836,34.53748901870349,NaN,52,58,NaN,NaN,NaN,-0.6149420260213132,1.7995304343274654,2.4144724603487786
2008-06-09,35.45,35.45,35.45,35.45,NaN,38.33157773188894,34.447751811678096,34.54656872996017,NaN,20,32,NaN,NaN,NaN,-0.8659189348108804,1.3320737918351782,2.1979927266460586
2008-06-10,33.64,33.64,33.64,33.64,NaN,37.905070665353584,34.41607527004366,34.537548145582456,NaN,6,14,NaN,NaN,NaN,-1.113382149222419,0.8062650401180349,1.9196471893404539
2008-06-11,29.1,29.1,29.1,29.1,NaN,37.104609695775984,34.20760173004195,34.483443188909995,NaN,2,5,NaN,NaN,NaN,-1.5173552165464528,0.022953168657387835,1.5403083852038406
2008-06-12,29.64,29.64,29.64,29.64,NaN,36.426008814341806,34.02848009356972,34.43524972434373,NaN,2,2,NaN,NaN,NaN,-1.6705966001917067,-0.5479373650357928,1.122659235155914
2008-06-13,32.13,32.13,32.13,32.13,NaN,36.035462558492554,33.95402989382189,34.4123119161413,NaN,14,9,NaN,NaN,NaN,-1.5303989834137206,-0.7903394941112367,0.7400594893024838
2008-06-16,33.78,33.78,33.78,33.78,NaN,35.830420507720504,33.94720519210338,34.40602025528417,NaN,25,19,NaN,NaN,NaN,-1.2637476255214168,-0.8396250425992875,0.42412258292212945
2008-06-17,32.97,32.97,32.97,32.97,NaN,35.570382279745914,33.90888341986403,34.391731496525125,NaN,25,22,NaN,NaN,NaN,-1.0859269338389357,-0.9332860843765403,0.15264084946239553
2008-06-18,30.89,30.89,30.89,30.89,NaN,35.1448929815872,33.79049583477133,34.35688839705721,NaN,16,17,NaN,NaN,NaN,-1.0516786231993267,-1.1619574295367627,-0.11027880633743609
2008-06-19,31.78,31.78,31.78,31.78,NaN,34.83899361962472,33.71165286085873,34.33124771648948,NaN,17,16,NaN,NaN,NaN,-0.9172786027210896,-1.2568770597387982,-0.3395984570177085
2008-06-20,28.57,28.57,28.57,28.57,NaN,34.26908510874975,33.51001941533485,34.27392186856421,NaN,5,8,NaN,NaN,NaN,-0.9867126601064506,-1.5729892821507718,-0.5862766220443212
2008-06-23,27.35,27.35,27.35,27.35,NaN,33.64007737159068,33.26845002649819,34.20502712360337,NaN,1,2,NaN,NaN,NaN,-1.0510200518109474,-1.9000516868080055,-0.8490316349970581
2008-06-24,25.92,25.92,25.92,25.92,NaN,32.93825215599153,32.98027551565513,34.122589042771494,NaN,0,0,NaN,NaN,NaN,-1.119749271154762,-2.248718223940511,-1.1289689527857487
2008-06-25,27.49,27.49,27.49,27.49,NaN,32.442956505446844,32.764970593472576,34.05659313189815,NaN,6,4,NaN,NaN,NaN,-0.9936419806062609,-2.3710214285435747,-1.3773794479373138
2008-06-26,24.06,24.06,24.06,24.06,NaN,31.68086955040622,32.42359919765012,33.957124543521054,NaN,2,2,NaN,NaN,NaN,-1.0688493008420874,-2.713441073989923,-1.6445917731478357
2008-06-27,23.96,23.96,23.96,23.96,NaN,30.97897231855111,32.09169334676188,33.85765066746612,NaN,0,0,NaN,NaN,NaN,-1.0513452827290237,-2.9587733765591153,-1.9074280938300916
2008-06-30,23.27,23.27,23.27,23.27,NaN,30.278156653228283,31.745744588065335,33.75230090958088,NaN,0,0,NaN,NaN,NaN,-1.0119053764972734,-3.1723098144516833,-2.16040443795441
2008-07-01,22.77,22.77,22.77,22.77,NaN,29.595596957480257,31.393754604219637,33.643024283614906,NaN,0,0,NaN,NaN,NaN,-0.9463522924517198,-3.3433448035190594,-2.3969925110673396
2008-07-02,20.3,20.3,20.3,20.3,NaN,28.750542688618417,30.95870540405416,33.51025787283267,NaN,0,0,NaN,NaN,NaN,-0.9914322448547148,-3.636282817135733,-2.644850572281018
2008-07-03,19.38,19.38,19.38,19.38,NaN,27.89867517147129,30.5046385254638,33.36965829200846,NaN,0,0,NaN,NaN,NaN,-1.0023146220399957,-3.897743849831013,-2.895429227791017
2008-07-07,18.52,18.52,18.52,18.52,NaN,27.046068337701172,30.03465270093581,33.221900498058126,NaN,0,0,NaN,NaN,NaN,-0.9850786118015171,-4.126777492542914,-3.1416988807413966
2008-07-08,20.95,20.95,20.95,20.95,NaN,26.491880307001065,29.678391810703033,33.099792035390884,NaN,8,5,NaN,NaN,NaN,-0.7389167738300482,-4.065344848028957,-3.3264280741989087
2008-07-09,19.24,19.24,19.24,19.24,NaN,25.83261846091006,29.26904311224409,32.96188365692928,NaN,4,3,NaN,NaN,NaN,-0.6246938597855118,-4.107295398930798,-3.4826015391452865
2008-07-10,20.47,20.47,20.47,20.47,NaN,25.345107691736416,28.92398259803844,32.83758630710909,NaN,9,7,NaN,NaN,NaN,-0.4101077257823298,-3.995236196373199,-3.585128470590869
2008-07-11,20.32,20.32,20.32,20.32,NaN,24.88827971976038,28.586571515762422,32.71303320952592,NaN,10,8,NaN,NaN,NaN,-0.23099848720402294,-3.8738765795958976,-3.6428780923918747
2008-07-14,19.14,19.14,19.14,19.14,NaN,24.3657088361458,28.21611773083056,32.577978152714714,NaN,5,5,NaN,NaN,NaN,-0.14872038308027724,-3.8287785712422213,-3.680058188161944
2008-07-15,18.54,18.54,18.54,18.54,NaN,23.836098941950727,27.836662133543086,32.43829677806084,NaN,1,1,NaN,NaN,NaN,-0.094094103427798,-3.7976758174466916,-3.7035817140188936
2008-07-16,21.17,21.17,21.17,21.17,NaN,23.593726310864298,27.575224402815905,32.326174422060234,NaN,11,7,NaN,NaN,NaN,0.14668246213196445,-3.520228636353938,-3.6669110984859024
2008-07-17,22.21,22.21,22.21,22.21,NaN,23.467933009876635,27.36482344584273,32.22551597009944,NaN,20,15,NaN,NaN,NaN,0.3897081106649418,-3.179775960154725,-3.5694840708196667
2008-07-18,22.08,22.08,22.08,22.08,NaN,23.34175728170603,27.15757546757439,32.12456556243676,NaN,23,20,NaN,NaN,NaN,0.545848744475891,-2.887173140224803,-3.433021884700694
2008-07-21,23.47,23.47,23.47,23.47,NaN,23.353415710641844,27.012964664924414,32.038450482213506,NaN,31,26,NaN,NaN,NaN,0.7351051335673282,-2.5141404677415338,-3.249245601308862
2008-07-22,25.1,25.1,25.1,25.1,NaN,23.512196100583495,26.937946442770517,31.969411173932773,NaN,53,43,NaN,NaN,NaN,0.9488374898826164,-2.0631987389555917,-3.012036228838208
2008-07-23,25.02,25.02,25.02,25.02,NaN,23.649269182348633,26.862732856779516,31.900262804042896,NaN,65,57,NaN,NaN,NaN,1.0554159072837699,-1.6927663447334957,-2.7481822520172656
2008-07-24,22.87,22.87,22.87,22.87,NaN,23.57842652940785,26.70615509769012,31.810409442808638,NaN,53,54,NaN,NaN,NaN,0.9547372244937065,-1.5547607214001324,-2.509497945893839
2008-07-25,24.43,24.43,24.43,24.43,NaN,23.655842299461682,26.61689411346698,31.736972532929943,NaN,60,58,NaN,NaN,NaN,0.9640190429619748,-1.3044741421913706,-2.2684931851533454
2008-07-28,22.74,22.74,22.74,22.74,NaN,23.57258390860153,26.464859050193766,31.647450418174422,NaN,62,60,NaN,NaN,NaN,0.8321308032611476,-1.2283296810769109,-2.0604604843380585
2008-07-29,25.31,25.31,25.31,25.31,NaN,23.73053082600139,26.41957045999009,31.584391210033385,NaN,86,77,NaN,NaN,NaN,0.8886403589183971,-0.9496600356900622,-1.8383003946084593
2008-07-30,26.94,26.94,26.94,26.94,NaN,24.022300750910357,26.43997946155911,31.538178362172356,NaN,94,87,NaN,NaN,NaN,0.998257683429062,-0.5904782903221317,-1.5887359737511937
2008-07-31,26.24,26.24,26.24,26.24,NaN,24.22390977355487,26.43213712973326,31.485460169513924,NaN,92,90,NaN,NaN,NaN,0.9844452194212425,-0.3581794494746404,-1.342624668895883
2008-08-01,26.11,26.11,26.11,26.11,NaN,24.395372521413517,26.41950430111627,31.431973003648114,NaN,90,90,NaN,NaN,NaN,0.9281257459779251,-0.18246748642347654,-1.1105932324014016
2008-08-04,24.09,24.09,24.09,24.09,NaN,24.367611383103196,26.328151191268574,31.358918545900373,NaN,74,79,NaN,NaN,NaN,0.7253852914484687,-0.2038616180908157,-0.9292469095392845
2008-08-05,26.95,26.95,26.95,26.95,NaN,24.602373984639268,26.352537419061964,31.315048709622758,NaN,90,86,NaN,NaN,NaN,0.751275891879789,0.009847955310451795,-0.7414279365693373
2008-08-06,27.78,27.78,27.78,27.78,NaN,24.89124907694479,26.40851634380463,31.27987409559666,NaN,96,92,NaN,NaN,NaN,0.7878486129092037,0.2433828295671674,-0.5444657833420363
2008-08-07,25.74,25.74,25.74,25.74,NaN,24.96840825176799,26.382300016596606,31.22475097026734,NaN,83,85,NaN,NaN,NaN,0.644247116201614,0.2608431119099812,-0.3834040042916328
2008-08-08,29.21,29.21,29.21,29.21,NaN,25.354007501607263,26.49319021202419,31.204703696931347,NaN,93,90,NaN,NaN,NaN,0.745410696258462,0.5483593660314448,-0.19705133022701726
2008-08-11,31.84,31.84,31.84,31.84,NaN,25.94364318327933,26.702869027238926,31.211025053180787,NaN,97,94,NaN,NaN,NaN,0.9393793431475713,0.9771728487074469,0.037793505559875595
2008-08-12,31.04,31.04,31.04,31.04,NaN,26.406948348435755,26.872952594798182,31.209323311358094,NaN,94,93,NaN,NaN,NaN,0.9603126285717791,1.2381842912745995,0.2778716627028204
2008-08-13,31.47,31.47,31.47,31.47,NaN,26.867225771305232,27.053228963629625,31.21191710925503,NaN,95,94,NaN,NaN,NaN,0.948000324033195,1.462872067744314,0.5148717437111191
2008-08-14,32.5,32.5,32.5,32.5,NaN,27.37929615573203,27.266827827801013,31.224733854436572,NaN,97,95,NaN,NaN,NaN,0.9516256729204454,1.704403834861676,0.7527781619412305
2008-08-15,32.85,32.85,32.85,32.85,NaN,27.8766328688473,27.485775756122543,31.24090565687999,NaN,98,96,NaN,NaN,NaN,0.9194854286333984,1.9021349477329785,0.9826495190995801
2008-08-18,31.26,31.26,31.26,31.26,NaN,28.18421169895209,27.63378455000009,31.24109565034387,NaN,88,90,NaN,NaN,NaN,0.7407108870632453,1.9085381279286366,1.1678272408653914
2008-08-19,29.25,29.25,29.25,29.25,NaN,28.2811015445019,27.6971655480393,31.221283753325523,NaN,71,77,NaN,NaN,NaN,0.4509088168690405,1.731463261951692,1.2805544450826516
2008-08-20,29.77,29.77,29.77,29.77,NaN,28.41645594954718,27.778453173606387,31.206843118964073,NaN,69,71,NaN,NaN,NaN,0.2671397231443098,1.6144790990130389,1.347339375868729
2008-08-21,29.31,29.31,29.31,29.31,NaN,28.497687226861075,27.83851383346496,31.18796905807886,NaN,66,67,NaN,NaN,NaN,0.09631334842044814,1.4677310613942893,1.3714177129738412
2008-08-22,31.65,31.65,31.65,31.65,NaN,28.78426111532825,27.98798387921143,31.192566380884045,NaN,80,75,NaN,NaN,NaN,0.12102416115064019,1.5226979144121415,1.4016737532615013
2008-08-25,28.18,28.18,28.18,28.18,NaN,28.729328286662046,27.995513923163923,31.162590595999628,NaN,61,65,NaN,NaN,NaN,-0.10405795216835223,1.271601313051061,1.3756592652194133
2008-08-26,29.22,29.22,29.22,29.22,NaN,28.773934806056406,28.04353298500063,31.14326133633794,NaN,62,62,NaN,NaN,NaN,-0.18585142299166502,1.143344986479832,1.329196409471497
2008-08-27,30.67,30.67,30.67,30.67,NaN,28.946304369142187,28.146531691471196,31.138552268314676,NaN,70,66,NaN,NaN,NaN,-0.1469577646110145,1.145499203707729,1.2924569683187435
2008-08-28,33.93,33.93,33.93,33.93,NaN,29.399367608311078,28.373334370237032,31.166327867634926,NaN,89,81,NaN,NaN,NaN,0.081386296397439,1.3941898388155423,1.3128035424181033
2008-08-29,32.58,32.58,32.58,32.58,NaN,29.688516007555524,28.538301649835578,31.18039425701169,NaN,86,84,NaN,NaN,NaN,0.12211910047837393,1.4654524180160706,1.3433333175376967
2008-09-02,31.82,31.82,31.82,31.82,NaN,29.882287279595932,28.666995702783204,31.18675849326033,NaN,80,81,NaN,NaN,NaN,0.0804996099737667,1.443957830004905,1.3634582200311383
2008-09-03,31.84,31.84,31.84,31.84,NaN,30.06026116326903,28.791427243850528,31.193258408750278,NaN,78,79,NaN,NaN,NaN,0.03903936200046276,1.4122574225317166,1.3732180605312538
2008-09-04,27.71,27.71,27.71,27.71,NaN,29.8466010575173,28.749018332326976,31.158599121101023,NaN,42,54,NaN,NaN,NaN,-0.26507994457684525,1.0418681298101973,1.3069480743870425
2008-09-05,27.45,27.45,27.45,27.45,NaN,29.62872823410664,28.698076436941605,31.121697637308973,NaN,27,36,NaN,NaN,NaN,-0.47030789416326546,0.7190632066829608,1.1893711008462262
2008-09-08,30.67,30.67,30.67,30.67,NaN,29.72338930373331,28.775406772747818,31.117203133455153,NaN,49,44,NaN,NaN,NaN,-0.37963687188154394,0.7148250109942964,1.0944618828758403
2008-09-09,25.95,25.95,25.95,25.95,NaN,29.38035391248483,28.664606507149863,31.06578817690336,NaN,16,24,NaN,NaN,NaN,-0.6141022128519236,0.3268341168109359,0.9409363296628594
2008-09-10,27.38,27.38,27.38,27.38,NaN,29.19850355680439,28.61422978137928,31.02911366768044,NaN,16,18,NaN,NaN,NaN,-0.646187371119531,0.13320211576344576,0.7793894868829767
2008-09-11,27.72,27.72,27.72,27.72,NaN,29.064094142549447,28.579161946815386,30.996187163524418,NaN,19,18,NaN,NaN,NaN,-0.6178310564423214,0.007100666330075001,0.6249317227723964
2008-09-12,28.06,28.06,28.06,28.06,NaN,28.972812856863133,28.55880265478341,30.966971370852534,NaN,23,21,NaN,NaN,NaN,-0.5516695203891783,-0.06465517771407647,0.4870143426751018
2008-09-15,21.74,21.74,21.74,21.74,NaN,28.31528441533012,28.29139862910563,30.87516071044604,NaN,7,11,NaN,NaN,NaN,-0.8890489756305121,-0.6242968768630384,0.26475209876747374
2008-09-16,24.29,24.29,24.29,24.29,NaN,27.949349468481927,28.13448103580737,30.80963672327742,NaN,15,13,NaN,NaN,NaN,-0.8935851172759469,-0.8522292978274599,0.041355819448486986
2008-09-17,18.41,18.41,18.41,18.41,NaN,27.082135880438116,27.753128838324727,30.686257253394064,NaN,5,7,NaN,NaN,NaN,-1.2252099709122801,-1.4901566441918632,-0.2649466732795831
2008-09-18,25.5,25.5,25.5,25.5,NaN,26.938305345852832,27.664770844664933,30.63465270360905,NaN,31,22,NaN,NaN,NaN,-0.91395576857813,-1.4073913840022456,-0.4934356154241156
2008-09-19,31.03,31.03,31.03,31.03,NaN,27.310277587138938,27.796740615462387,30.63858650755324,NaN,64,49,NaN,NaN,NaN,-0.31354635369292183,-0.8853685575402679,-0.5718222038473461
2008-09-22,25.18,25.18,25.18,25.18,NaN,27.116615988308126,27.694123336424646,30.584272213945745,NaN,50,49,NaN,NaN,NaN,-0.28890488578691786,-0.9329533110809933,-0.6440484252940755
2008-09-23,23.51,23.51,23.51,23.51,NaN,26.788741807552842,27.530040068329562,30.513881445647776,NaN,37,40,NaN,NaN,NaN,-0.35901905160247183,-1.0928222397971652,-0.7338031881946934
2008-09-24,21.96,21.96,21.96,21.96,NaN,26.349765279593495,27.3116071244735,30.428768197432376,NaN,27,31,NaN,NaN,NaN,-0.4763723157839921,-1.3292685829246835,-0.8528962671406914
2008-09-25,23.61,23.61,23.61,23.61,NaN,26.100695708721357,27.166446060768656,30.36091975765693,NaN,31,30,NaN,NaN,NaN,-0.4118800065380055,-1.3677462753131984,-0.9558662687751929
2008-09-26,23.35,23.35,23.35,23.35,NaN,25.85063246247396,27.016781509365963,30.291159362058355,NaN,31,30,NaN,NaN,NaN,-0.3577441882630863,-1.4030465041040507,-1.0453023158409644
2008-09-29,16.53,16.53,16.53,16.53,NaN,25.00330223861269,26.605535175665338,30.154232403231905,NaN,10,16,NaN,NaN,NaN,-0.7307660102140425,-1.9587598286085175,-1.227993818394475
2008-09-30,19.23,19.23,19.23,19.23,NaN,24.47845658055699,26.316298502109834,30.045533573349,NaN,14,14,NaN,NaN,NaN,-0.7427578222436995,-2.1564410961990994,-1.4136832739554
2008-10-01,18.17,18.17,18.17,18.17,NaN,23.90496052777908,25.996835815752586,29.92736906018135,NaN,11,11,NaN,NaN,NaN,-0.7660959083992052,-2.3713031594544063,-1.6052072510552011
2008-10-02,14.24,14.24,14.24,14.24,NaN,23.026327752526438,25.535783430821112,29.771275835701932,NaN,3,5,NaN,NaN,NaN,-0.9767328059384912,-2.826123258478315,-1.849390452539824
2008-10-03,12.51,12.51,12.51,12.51,NaN,22.070297956842218,25.024968394318325,29.599521847286987,NaN,1,1,NaN,NaN,NaN,-1.1510980036058625,-3.288262957047152,-2.1371649534412898
2008-10-06,9.66,9.66,9.66,9.66,NaN,20.942089051674742,24.42242061414898,29.40111864482642,NaN,0,0,NaN,NaN,NaN,-1.3624404889889457,-3.8402155646774716,-2.477775075688526
2008-10-07,6.98,6.98,6.98,6.98,NaN,19.67280822879522,23.73840411947647,29.1780229369177,NaN,0,0,NaN,NaN,NaN,-1.5719264193156626,-4.442683099833104,-2.8707566805174416
2008-10-08,6.12,6.12,6.12,6.12,NaN,18.4407347534502,23.04748631086955,28.948589872868766,NaN,0,0,NaN,NaN,NaN,-1.6495362118478964,-4.932676945327312,-3.283140733479416
2008-10-09,3.51,3.51,3.51,3.51,NaN,17.083395230409273,22.28131037710996,28.69546957562629,NaN,0,0,NaN,NaN,NaN,-1.7483414474944947,-5.468567542847534,-3.7202260953530395
2008-10-10,5.01,5.01,5.01,5.01,NaN,15.985813845826613,21.604004087811532,28.459793261440954,NaN,3,2,NaN,NaN,NaN,-1.5889766204381504,-5.706446870900727,-4.117470250462577
2008-10-13,7.92,7.92,7.92,7.92,NaN,15.252558041660556,21.067376476524807,28.255417209088307,NaN,11,7,NaN,NaN,NaN,-1.1825454621192382,-5.595652078111625,-4.413106615992387
2008-10-14,6.99,6.99,6.99,6.99,NaN,14.501416401509596,20.515322497053244,28.0438210179531,NaN,11,9,NaN,NaN,NaN,-0.8849282754972165,-5.5192669603639075,-4.634338684866691
2008-10-15,4.43,4.43,4.43,4.43,NaN,13.585833092281451,19.88452553638449,27.808857624739638,NaN,5,6,NaN,NaN,NaN,-0.773121024450016,-5.600739965429211,-4.827618940979195
2008-10-16,7,7,7,7,NaN,12.987120992983137,19.379250025153727,27.601804315040734,NaN,9,8,NaN,NaN,NaN,-0.45449024755144674,-5.395731750418504,-4.941241502867057
2008-10-17,6.41,6.41,6.41,6.41,NaN,12.389200902711943,18.87065198495162,27.390940590512965,NaN,10,8,NaN,NaN,NaN,-0.22355758577991836,-5.220688485091955,-4.997130899312037
2008-10-20,7.53,7.53,7.53,7.53,NaN,11.947455366101767,18.42592053456136,27.193319291104878,NaN,12,10,NaN,NaN,NaN,0.04993946278385675,-4.9347065708322155,-4.984646033616072
2008-10-21,6.8,6.8,6.8,6.8,NaN,11.479504878274334,17.97000208222562,26.990400691193386,NaN,14,12,NaN,NaN,NaN,0.2176013769615741,-4.712644312414104,-4.9302456893756785
2008-10-22,5.24,5.24,5.24,5.24,NaN,10.912277162067577,17.470786314295204,26.773978793768578,NaN,9,10,NaN,NaN,NaN,0.256674146161024,-4.609403006674398,-4.866077152835422
2008-10-23,4.73,4.73,4.73,4.73,NaN,10.350251965515978,16.971147635303236,26.554635721193765,NaN,7,7,NaN,NaN,NaN,0.279525006057292,-4.5166708952638075,-4.7961959013210995
2008-10-24,4.06,4.06,4.06,4.06,NaN,9.778410877741798,16.464828120193307,26.33080850008736,NaN,3,4,NaN,NaN,NaN,0.2801624873961863,-4.445992792075867,-4.726155279472053
2008-10-27,3.53,3.53,3.53,3.53,NaN,9.210373525219817,15.9575799586171,26.10393478366858,NaN,1,1,NaN,NaN,NaN,0.2751395615294552,-4.3822308275602335,-4.657370389089689
2008-10-28,5.07,5.07,5.07,5.07,NaN,8.833975932018015,15.530616038671331,25.894641900248992,NaN,6,4,NaN,NaN,NaN,0.3983075775473024,-4.1594859171555605,-4.557793494702863
2008-10-29,5.35,5.35,5.35,5.35,NaN,8.517250847289105,15.131376194017554,25.690217602734077,NaN,9,7,NaN,NaN,NaN,0.5140484415931867,-3.9152329427113797,-4.429281384304566
2008-10-30,6.85,6.85,6.85,6.85,NaN,8.365682588444642,14.806616343271767,25.502752750965577,NaN,18,14,NaN,NaN,NaN,0.6957527128027428,-3.5595904933011377,-4.2553432061038805
2008-10-31,8.34,8.34,8.34,8.34,NaN,8.363347807676947,14.553023545496403,25.33197909175199,NaN,36,28,NaN,NaN,NaN,0.907052393743097,-3.1215277139250093,-4.028580107668106
2008-11-03,8.67,8.67,8.67,8.67,NaN,8.391225279706315,14.322316739790661,25.166188255018138,NaN,50,42,NaN,NaN,NaN,1.0497293798016236,-2.7164183829160766,-3.7661477627177002
2008-11-04,9.32,9.32,9.32,9.32,NaN,8.475659345187559,14.126147455877302,25.008514740042834,NaN,78,66,NaN,NaN,NaN,1.1599447336056765,-2.3162168457106045,-3.476161579316281
2008-11-05,7,7,7,7,NaN,8.341508495625053,13.84669069290172,24.829325538649375,NaN,66,66,NaN,NaN,NaN,1.0518538840112592,-2.1613442243022067,-3.213198108313466
2008-11-06,6.13,6.13,6.13,6.13,NaN,8.14046226875005,13.544075371611457,24.643262597966295,NaN,52,56,NaN,NaN,NaN,0.9027374611338352,-2.084776281896172,-2.987513743030007
2008-11-07,6.75,6.75,6.75,6.75,NaN,8.01405660795459,13.277641043312968,24.465220184056182,NaN,54,54,NaN,NaN,NaN,0.8287547308198753,-1.951570329505163,-2.7803250603250382
2008-11-10,6.33,6.33,6.33,6.33,NaN,7.860960552685991,13.0051845318105,24.284770231976022,NaN,50,51,NaN,NaN,NaN,0.7374833703551555,-1.8584708473810938,-2.5959542177362493
2008-11-11,6.08,6.08,6.08,6.08,NaN,7.699055047896355,12.733608667817931,24.10362823961805,NaN,45,47,NaN,NaN,NaN,0.6493285560531121,-1.7842935226698593,-2.4336220787229714
2008-11-12,4.64,4.64,4.64,4.64,NaN,7.420959134451231,12.41621224947213,23.909960296935285,NaN,27,33,NaN,NaN,NaN,0.490325382475012,-1.8207153506292064,-2.3110407331042184
2008-11-13,7.03,7.03,7.03,7.03,NaN,7.385417394955665,12.204988239688909,23.74200049298568,NaN,49,43,NaN,NaN,NaN,0.5385551406551001,-1.6378468072853432,-2.1764019479404433
2008-11-14,5.04,5.04,5.04,5.04,NaN,7.172197631777877,11.924008308720717,23.555910935841545,NaN,33,36,NaN,NaN,NaN,0.43339735844705185,-1.6346552498816287,-2.0680526083286805
2008-11-17,5.12,5.12,5.12,5.12,NaN,6.985634210707161,11.657184453476768,23.372469035982427,NaN,29,31,NaN,NaN,NaN,0.3687265460979219,-1.6071444257062781,-1.9758709718042
2008-11-18,5.29,5.29,5.29,5.29,NaN,6.831485646097419,11.407490945497287,23.192543970947774,NaN,29,29,NaN,NaN,NaN,0.3377255202995264,-1.5537140714297921,-1.8914395917293185
2008-11-19,3.84,3.84,3.84,3.84,NaN,6.559532405543108,11.110726594693471,22.99998134437118,NaN,12,17,NaN,NaN,NaN,0.22529882925786104,-1.6098160551569922,-1.8351148844148533
2008-11-20,3.06,3.06,3.06,3.06,NaN,6.24139309594828,10.79501182627412,22.801573569800322,NaN,4,7,NaN,NaN,NaN,0.10997403479238055,-1.6976473409243775,-1.807621375716758
2008-11-21,3.83,3.83,3.83,3.83,NaN,6.022175541771164,10.521874107596703,22.612801693483902,NaN,9,8,NaN,NaN,NaN,0.09754500738414196,-1.6856901164865805,-1.7832351238707225
2008-11-24,5.14,5.14,5.14,5.14,NaN,5.941977765246513,10.310820221024283,22.438942970165655,NaN,25,18,NaN,NaN,NaN,0.18449981715823216,-1.5526103524229322,-1.7371101695811644
2008-11-25,5.08,5.08,5.08,5.08,NaN,5.863616150224103,10.105690016278233,22.266217169467488,NaN,29,25,NaN,NaN,NaN,0.24133746404497858,-1.435438339524941,-1.6767758035699196
2008-11-26,6.6,6.6,6.6,6.6,NaN,5.930560136567366,9.968211976424184,22.110334411562338,NaN,46,38,NaN,NaN,NaN,0.37660058526458084,-1.2060250719891936,-1.5826256572537745
2008-11-28,7.01,7.01,7.01,7.01,NaN,6.02869103324306,9.852203663623236,21.9600823278652,NaN,57,50,NaN,NaN,NaN,0.4822326023661654,-0.9798349042960677,-1.462067506662233
2008-12-01,4.06,4.06,4.06,4.06,NaN,5.849719121130055,9.62505842191252,21.781972055946145,NaN,29,35,NaN,NaN,NaN,0.3482285564975909,-1.0267818110402445,-1.3750103675378353
2008-12-02,5.5,5.5,5.5,5.5,NaN,5.8179264737545955,9.463291424974773,21.619962383747676,NaN,34,33,NaN,NaN,NaN,0.35041584323684694,-0.9369905634917766,-1.2874064067286235
